3,0,1,0,29,4,2,Jungle Panther,0
3,0,1,0,11,3,1,Scarlet Crusader,1
3,0,1,0,33,2,3,Thrallmar Farseer,0
3,17,1,9,0,2,2,Questing Adventurer,0
3,36,1,0,2,3,3,Tinkmaster Overspark,0
3,24,1,0,2,4,4,Arcane Golem,0
3,6,1,9,0,1,4,Demolisher,0
3,17,1,1,2,2,3,Coldlight Seer,0
3,0,1,0,22,2,3,Emperor Cobra,1
3,17,1,9,31,2,3,Tauren Warrior,0
3,17,1,9,0,3,3,Raging Worgen,1
3,17,1,"1,5",0,3,3,Murloc Warleader,0
3,35,1,9,9,2,3,Harvest Golem,1
3,17,1,9,2,3,3,Blood Knight,1
3,35,1,9,0,1,5,Imp Master,1
3,17,1,1,0,3,3,Southsea Captain,0
3,17,1,9,0,2,3,Flesheating Ghoul,0
4,17,1,0,2,4,1,Twilight Drake,1
4,17,1,0,2,4,4,Dark Iron Dwarf,1
4,0,1,0,"27,2",4,3,Spellbreaker,1
4,31,1,0,2,5,4,Ancient Brewmaster,0
4,17,1,0,"31,2",2,3,Defender of Argus,1
4,0,1,0,31,1,7,Mogu'shan Warden,0
4,17,1,0,2,2,5,Ancient Mage,0
4,3,1,9,0,4,2,Cult Master,1
4,20,1,9,31,3,3,Dread Corsair,0
4,0,1,0,11,3,3,Silvermoon Guardian,0
4,35,1,9,0,3,5,Violet Teacher,1
5,0,1,0,31,3,6,Fen Creeper,1
5,35,1,0,2,4,4,Silver Hand Knight,1
5,17,1,9,0,4,6,Spiteful Smith,0
5,0,1,0,29,5,5,Strangleethorn Tiger,1
5,20,1,5,0,7,6,Venture Co. Mercenary,0
5,7,1,0,2,4,2,Big Game Hunter,0
5,6,1,"1,9",9,4,4,Abomination,0
5,"3,6",1,0,2,5,4,Harrison Jones,0
5,35,1,0,2,6,2,Leeroy Jenkins,1
5,5,1,0,2,3,3,Faceless Manipulator,0
5,17,1,0,2,5,4,Captain Greenskin,0
5,7,1,7,2,3,5,Stampeding Kodo,1
6,7,1,0,2,4,5,The Black Knight,0
6,0,1,0,"31,11",4,5,Sunwalker,1
6,0,1,0,33,4,5,Windfury Harpy,0
6,0,1,0,"11,4",4,2,Argent Commander,1
6,3,1,9,0,4,4,Gadgetzan Auctioneer,0
6,35,1,9,9,4,5,Cairne Bloodhoof,1
6,0,1,13,2,5,5,Frost Elemental,1
6,35,1,9,9,9,7,The Beast,0
6,30,1,0,2,5,4,Priestess of Elune,0
6,35,1,9,0,7,5,Illidan Stormrage,1
6,35,1,9,0,4,4,Hogger,1
7,0,1,0,29,7,5,Ravenholdt Assassin,0
7,6,1,"1,9",0,7,5,Baron Geddon,1
8,11,1,9,0,7,7,Gruul,0
9,0,1,5,0,8,8,Nozdormu,0
9,32,1,0,2,8,8,Alexstrasza,1
9,35,1,0,2,8,8,Onyxia,1
9,0,1,0,30,4,12,Malygos,1
9,26,1,9,0,4,12,Ysera,1
10,20,1,2,0,8,8,Sea Giant,1
10,"7,9",1,0,2,12,12,Deathwing,1
12,20,1,2,0,8,8,Mountain Giant,0
1,33,1,9,9,1,1,Weasel Tunneler,0
1,30,1,9,9,2,2,Mistress of Mixtures,0
1,17,1,9,0,1,1,Small-Time Buccaneer,0
1,35,1,9,0,1,1,Patches the Pirate,0
2,0,1,0,"2,10",1,1,Grimestreet Informant,1
2,6,1,0,2,2,1,Blowgill Sniper,1
2,30,1,9,0,2,3,Friendly Bartender,1
2,30,1,0,2,2,2,Gadgetzan Socialite,0
2,35,1,0,2,2,6,Dirty Rat,0
3,0,1,0,30,0,7,Street Trickster,0
3,17,1,9,2,1,1,Blubber Baron,0
3,6,1,9,9,1,1,Sergeant Sally,0
3,6,1,9,0,3,7,Fel Orc Soulfiend,0
3,6,1,9,9,3,1,Backstreet Leper,0
3,0,1,0,"10,2",2,2,Kabal Courier,1
3,0,1,0,31,4,3,Hired Gun,1
3,32,1,0,2,4,3,Toxic Sewer Ooze,1
3,24,1,9,0,3,4,Auctionmaster Beardo,0
3,17,1,0,2,2,4,Grimestreet Smuggler,0
4,32,1,0,2,4,4,Kooky Chemist,1
4,30,1,0,2,2,6,Hozen Healer,0
4,26,1,0,2,3,3,Kabal Chemist,1
4,26,1,9,2,3,3,Kazakus,1
4,17,1,0,2,5,4,Naga Corsair,0
4,17,1,9,0,4,4,Backroom Bouncer,0
4,0,1,0,0,6,3,Worgen Greaser,0
4,35,1,0,2,2,3,Jade Spirit,0
4,3,1,9,0,5,4,"Genzo, the Shark",0
4,17,1,0,2,4,4,Tanaris Hogchopper,0
4,17,1,9,0,3,3,Daring Reporter,1
5,17,1,9,0,2,6,Red Mana Wyrm,0
5,35,1,9,29,2,4,"Finja, the Flying Star",0
5,20,1,2,31,4,5,Second-Rate Bruiser,1
5,32,1,0,2,4,6,Streetwise Investigator,0
5,0,1,0,33,3,5,Grook Fu Master,0
5,6,1,9,"9,2",2,2,Bomb Squad,1
5,35,1,0,2,2,2,Doppelgangster,0
5,16,1,9,0,4,6,Burgly Bully,1
5,17,1,9,2,5,5,Spiked Hogrider,0
5,0,1,0,"10,2",5,3,Lotus Agents,1
6,3,1,9,0,5,5,Wind-up Burglebot,0
6,3,1,9,2,4,4,Fight Promoter,0
6,35,1,0,2,1,1,Big-Time Racketeer,1
6,"25,33",1,0,2,4,3,Madam Goya,0
6,3,1,9,2,4,5,Wrathion,0
6,0,1,9,2,6,6,Leatherclad Hogleader,0
6,0,1,0,31,3,8,Ancient of Blossoms,0
6,0,1,0,"27,2",5,7,Defias Cleaner,0
6,35,1,9,2,5,3,Aya Blackpaw,1
7,17,1,7,2,5,6,Don Han'Cho,1
9,7,1,5,0,5,4,Mayor Noggenfogger,0
1,0,1,0,16,2,1,Swamp Leech,0
1,26,1,9,9,0,3,Swamp Dragon Egg,0
2,0,1,0,"25,16",1,3,Vicious Scalehide,0
2,17,1,9,9,1,1,Lost Spirit,0
2,0,1,0,30,1,4,Spellshifter,0
2,33,1,0,2,2,2,Baleful Banker,0
3,32,1,2,16,2,4,Pumpkin Peasant,0
3,0,1,0,12,2,4,Phantom Militia,1
3,26,1,0,2,2,1,Ravencaller,1
3,26,1,0,2,3,4,Tanglefur Mystic,1
3,17,1,9,0,3,3,Hench-Clan Thug,0
3,24,1,0,2,3,4,Blackwald Pixie,1
3,7,1,9,"9,2",1,1,Voodoo Doll,1
3,0,1,0,12,3,3,Walnut Sprite,1
3,0,1,0,0,3,4,Nightmare Amalgam,1
3,35,1,0,2,5,4,Marsh Drake,0
4,17,1,7,2,3,2,Mad Hatter,0
3,16,1,"7,9",0,0,4,Witch's Cauldron,1
4,0,1,0,"31,16",1,6,Felsoul Inquisitor,0
4,32,1,2,25,2,6,Swift Messenger,1
4,3,1,0,2,2,4,Sandbinder,0
4,3,1,0,2,3,3,Witchwood Piper,1
4,17,1,9,2,4,4,Scaleworm,1
4,"30,6",1,0,2,3,3,Lifedrinker,0
4,17,1,9,2,3,3,Night Prowler,0
4,0,1,0,31,0,9,Unpowered Steambot,0
5,35,1,4,0,2,6,Dollmaster Dorian,0
5,32,1,0,2,3,12,Witchwood Grizzly,1
5,11,1,5,0,4,4,Clockwork Automaton,0
5,7,1,0,"26,2",4,6,Chief Inspector,1
5,30,1,9,9,4,5,Rotten Applebaum,1
5,35,1,0,2,5,8,Muck Hunter,1
6,7,1,1,2,2,7,Mossy Horror,1
7,6,1,"1,8,9",0,6,6,Worgen Abomination,1
7,0,1,0,31,5,9,Furious Ettin,1
7,0,1,0,30,2,8,Darkmire Moonkin,0
7,29,1,0,2,3,3,Azalina Soulthief,0
7,17,1,9,2,3,11,Wyrmguard,0
7,3,1,0,2,6,6,Countess Ashmore,1
8,30,1,9,9,8,8,Deranged Doctor,1
8,17,1,1,0,7,7,Cauldron Elemental,0
8,32,1,2,"25,11",3,8,Gilnean Royal Guard,1
8,35,1,9,9,4,4,Splitting Festeroot,0
1,30,1,9,9,2,3,Zombie Chow,1
1,17,1,9,0,1,2,Undertaker,0
2,35,1,9,9,1,2,Haunted Creeper,1
2,17,1,9,2,1,2,Echoing Ooze,0
2,25,1,0,9,2,2,Mad Scientist,1
2,35,1,9,9,0,2,Nerubian Egg,0
2,1,1,5,0,1,4,Nerub'ar Weblord,0
2,3,1,"1,9",9,1,3,Unstable Ghoul,1
3,17,1,9,29,2,2,Shade of Naxxramas,1
3,35,1,9,9,2,8,Deathlord,1
3,30,1,9,0,1,4,Stoneskin Gargoyle,0
3,3,1,9,9,4,4,Dancing Swords,0
4,0,1,1,"27,2",3,5,Wailing Soul,0
4,11,1,5,0,1,7,Baron Rivendare,0
5,10,1,5,0,4,6,Spectral Knight,1
5,35,1,9,9,3,5,Sludge Belcher,1
5,35,1,9,9,7,4,Stalagg,0
5,35,1,9,9,4,7,Feugen,1
5,20,1,0,2,5,5,Loatheb,1
6,0,1,0,22,2,8,Maexxna,1
8,35,1,9,0,6,8,Kel'Thuzad,1
1,37,1,2,0,1,1,Shifter Zerus,0
1,3,1,9,9,1,1,Tentacle of N'Zoth,0
1,17,1,9,9,1,1,Zealous Initiate,0
2,35,1,0,2,2,1,Bilefin Tidehunter,0
2,0,1,0,29,3,1,Twisted Worgen,1
2,0,1,0,0,4,1,Duskboar,0
2,3,1,9,0,2,4,"Nat, the Darkfisher",0
3,1,1,9,0,3,5,Silithid Swarmer,0
3,0,1,0,0,1,5,Am'gam Rager,0
3,17,1,9,9,2,2,Spawn of N'Zoth,0
3,0,1,0,31,2,4,Squirming Tentacle,0
4,0,1,0,30,2,2,Evolved Kobold,0
4,17,1,9,0,3,5,Aberrant Berserker,1
4,5,1,0,2,1,1,Faceless Shambler,0
4,35,1,9,9,2,3,Infested Tauren,0
4,"17,7",1,0,2,2,4,Eater of Secrets,0
4,35,1,9,9,1,1,Twilight Summoner,1
4,17,1,0,2,1,4,Midnight Drake,0
4,20,1,5,0,2,5,Blackwater Pirate,0
4,3,1,9,9,4,2,Polluted Hoarder,1
4,17,1,0,2,3,3,Cyclopian Horror,0
5,32,1,0,2,3,6,Darkspeaker,0
5,0,1,0,"31,11",3,4,Psych-o-Tron,1
5,30,1,9,9,6,6,Corrupted Healbot,1
5,17,1,9,0,0,7,Validated Doomsayer,0
5,30,1,9,2,4,4,Cult Apothecary,0
6,26,1,0,2,5,5,"Mukla, Tyrant of the Vale",0
6,20,1,2,0,4,4,Nerubian Prophet,1
6,6,1,1,2,2,3,Corrupted Seer,1
6,17,1,9,0,2,8,Scaled Nightmare,0
6,3,1,9,0,4,6,Ancient Harbinger,0
7,0,1,0,33,5,5,Grotesque Dragonhawk,0
7,0,1,0,31,6,8,Bog Creeper,1
7,35,1,9,0,6,6,"Hogger, Doom of Elwynn",0
8,0,1,0,0,6,10,Eldritch Horror,0
8,17,1,9,0,6,7,The Boogeymonster,0
9,0,1,9,0,9,9,Blood of The Ancient One,0
9,10,1,5,0,5,9,Soggoth the Slitherer,1
10,35,1,9,0,10,10,"Y'Shaarj, Rage Unbound",0
10,35,1,9,2,5,7,"N'Zoth, the Corruptor",0
10,4,1,7,2,7,5,"Yogg-Saron, Hope's End",0
10,0,1,0,0,10,10,Faceless Behemoth,0
10,25,1,0,9,12,12,"Deathwing, Dragonlord",0
2,32,2,0,0,-1,-1,Hunter's Mark,1
5,3,1,9,0,3,2,Starving Buzzard,0
4,11,1,0,"2, 31",4,3,Houndmaster,1
1,11,1,"1,5",0,1,1,Timber Wolf,0
5,11,1,"1,5",0,2,5,Tundra Rhino,0
4,6,2,0,0,-1,-1,Multi-Shot,1
1,"3,9",2,0,0,-1,-1,Tracking,1
1,6,2,0,0,-1,-1,Arcane Shot,0
3,6,2,0,0,-1,-1,Kill Command,1
3,35,2,0,0,-1,-1,Animal Companion,1
7,0,3,9,14,5,2,Gladiator's Longbow,1
2,11,1,9,0,2,2,Scavenging Hyena,1
2,14,2,7,26,-1,-1,Misdirection,0
6,35,1,0,9,6,5,Savannah Highmane,1
3,17,3,9,0,3,2,Eaglehorn Bow,1
5,6,2,6,0,-1,-1,Explosive Shot,1
3,35,2,0,0,-1,-1,Unleash the Hounds,1
9,0,1,0,4,8,8,King Krush,1
2,"3, 7",2,1,0,-1,-1,Flare,0
1,11,2,0,0,-1,-1,Bestial Wrath,0
2,35,2,0,26,-1,-1,Snake Trap,1
2,6,2,0,26,-1,-1,Snipe,0
2,6,2,"1, 8",26,-1,-1,Explosive Trap,1
2,"20, 31",2,0,26,-1,-1,Freezing Trap,1
3,7,2,7,0,-1,-1,Deadly Shot,1
2,11,2,7,26,-1,-1,Hidden Cache,0
1,35,1,0,2,1,1,Alleycat,1
3,35,1,0,9,2,2,Rat Pack,1
5,6,1,9,0,3,7,Knuckles,1
1,11,2,7,0,-1,-1,Smuggler's Crate,0
4,6,1,0,2,2,4,Dispatch Kodo,1
3,11,1,7,9,3,3,Shaky Zipgunner,0
5,35,3,9,0,2,4,Piranha Launcher,0
2,11,1,7,2,3,2,Trogg Beastrager,1
10,21,1,0,2,8,8,Emeriss,0
3,32,1,2,29,2,5,Duskhaven Hunter,1
4,6,2,20,0,-1,-1,Wing Blast,1
5,0,1,0,"22,25",1,3,Vilebrood Skitterer,1
2,35,2,0,26,-1,-1,Rat Trap,0
4,11,1,9,0,2,4,Toxmonger,0
2,0,1,0,"12, 25",2,1,Hunting Mastiff,1
4,11,1,"1,5",0,3,6,Houndmaster Shaw,1
4,"11,33",2,0,0,-1,-1,Dire Frenzy,0
5,11,1,0,2,3,7,Carrion Drake,1
1,26,1,7,9,1,1,Webspinner,0
3,"11, 26",2,7,9,-1,-1,Infest,1
1,"6, 35",2,0,0,-1,-1,On the Hunt,0
1,6,1,7,9,2,1,Fiery Bat,0
9,35,2,0,0,-1,-1,Call of the Wild,1
4,35,1,0,9,3,3,Infested Wolf,1
3,11,1,0,2,4,2,Forlorn Stalker,0
8,38,1,9,0,8,8,Giant Sand Worm,1
5,<b>Battlecry:</b> Trigger a friendly minion's <b>Deathrattle</b>.,1,0,2,6,5,Princess Huhuran,1
3,0,1,0,0,2,5,Carrion Grub,0
4,36,2,8,0,-1,-1,Polymorph,1
3,3,2,0,0,-1,-1,Arcane Intellect,1
2,6,2,0,13,-1,-1,Frostbolt,1
2,6,2,"1,8",0,-1,-1,Arcane Explosion,1
3,0,2,1,13,-1,-1,Frost Nova,0
1,35,2,0,0,-1,-1,Mirror Image,0
4,6,2,0,0,-1,-1,Fireball,1
7,6,2,"1,8",0,-1,-1,Flamestrike,1
4,0,1,9,13,3,6,Water Elemental,1
1,6,2,7,0,-1,-1,Arcane Missiles,1
6,6,2,"1,8",13,-1,-1,Blizzard,1
2,"3,6",2,0,0,-1,-1,Icicle,0
1,16,2,7,0,-1,-1,Tome of Intellect,0
4,11,1,9,0,3,3,Ethereal Arcanist,0
4,6,2,6,13,-1,-1,Cone of Cold,1
10,6,2,0,0,-1,-1,Pyroblast,1
3,0,2,0,"8,26",-1,-1,Counterspell,1
3,15,2,0,26,-1,-1,Ice Barrier,0
3,35,2,0,26,-1,-1,Mirror Entity,0
7,16,1,9,0,5,7,Archmage Antonidas,1
3,7,2,0,26,-1,-1,Vaporize,0
2,20,1,5,0,3,2,Sorcerer's Apprentice,1
3,20,1,0,2,4,3,Kirin Tor Mage,1
2,17,1,9,0,1,3,Mana Wyrm,0
3,35,2,0,26,-1,-1,Spellbender,1
0,0,2,0,13,-1,-1,Freezing Potion,0
3,6,2,"1, 8",0,-1,-1,Volcanic Potion,1
1,20,1,0,2,2,1,Kabal Lackey,0
3,36,2,8,26,-1,-1,Potion of Polymorph,0
7,6,2,"7,8",0,-1,-1,Greater Arcane Missiles,1
3,33,1,0,2,3,4,Manic Soulcaster,0
5,11,1,0,2,5,5,Cryomancer,1
7,20,1,0,2,5,5,Inkmaster Solia,0
6,20,1,0,0,5,5,Kabal Crystal Runner,0
4,25,1,0,"2,10",2,2,Arcane Keysmith,1
3,6,2,7,0,-1,-1,Cinderstorm,1
2,"3,9",2,0,0,-1,-1,Book of Specters,1
6,16,1,7,2,5,5,"Toki, Time-Tinker",1
5,11,1,9,0,4,4,Curio Collector,0
5,3,1,0,2,5,5,Bonfire Elemental,1
4,35,1,9,0,3,3,Vex Crow,0
2,16,1,9,0,2,2,Archmage Arugal,1
2,7,2,0,13,-1,-1,Snap Freeze,0
3,16,2,0,26,-1,-1,Duplicate,1
2,7,2,0,0,-1,-1,Shatter,0
3,6,1,"1,8",2,2,2,Twilight Flamecaller,1
4,0,1,"7,9",13,2,4,Demented Frostcaller,0
0,"6,34",2,8,0,-1,-1,Forbidden Flame,1
5,4,1,7,2,5,4,Servant of Yogg-Saron,0
5,16,2,7,0,-1,-1,Cabalist's Tome,1
8,6,1,"1,8",9,8,6,Anomalus,1
6,35,1,7,2,5,5,Faceless Summoner,1
2,11,1,9,30,3,2,Cult Sorcerer,1
1,11,2,0,0,-1,-1,Blessing of Might,0
7,30,1,0,2,5,6,Guardian of Kings,0
2,30,2,0,0,-1,-1,Holy Light,0
1,0,3,0,0,1,4,Light's Justice,1
4,11,2,0,0,-1,-1,Blessing of Kings,1
4,6,2,"1, 8",0,-1,-1,Consecration,1
4,"3, 6",2,0,0,-1,-1,Hammer of Wrath,0
4,30,3,9,0,4,2,Truesilver Champion,1
1,32,2,0,0,-1,-1,Humility,0
1,11,2,0,0,-1,-1,Hand of Protection,0
1,35,2,0,26,-1,-1,Noble Sacrifice,0
1,6,2,0,26,-1,-1,Eye for an Eye,0
1,"11,35",2,0,26,-1,-1,Redemption,0
8,"3, 30",2,0,0,-1,-1,Lay on Hands,1
5,21,2,0,0,-1,-1,Blessed Champion,0
2,11,1,0,2,2,2,Argent Protector,1
1,11,2,0,0,-1,-1,Blessing of Wisdom,0
5,"3,6",2,0,0,-1,-1,Holy Wrath,0
3,11,3,9,0,-1,-1,Sword of Justice,1
1,32,2,0,26,-1,-1,Repentance,0
3,32,1,0,2,3,3,Aldor Peacekeeper,1
8,13,1,0,"9,11,31",6,6,Tirion Fordring,1
6,6,2,7,0,-1,-1,Avenging Wrath,1
4,32,2,1,0,-1,-1,Equality,1
7,11,1,6,"2,31",6,6,Grimestreet Protector,1
1,11,2,1,0,-1,-1,Smuggler's Run,0
5,11,1,"1,9",0,4,4,Grimestreet Enforcer,1
1,11,1,7,2,2,1,Grimscale Chum,0
2,11,1,1,2,1,1,Grimestreet Outfitter,0
1,3,1,0,9,1,2,Meanstreet Marshal,0
1,31,2,0,26,-1,-1,Getaway Kodo,0
3,0,1,0,"11,16,31",2,2,Wickerflame Burnbristle,1
3,26,2,0,0,-1,-1,Small-Time Recruits,0
2,11,2,0,12,-1,-1,Sound the Bells!,1
2,20,2,0,0,-1,-1,Rebuke,0
5,0,1,0,"11,25",3,4,Ghostly Charger,1
8,11,3,9,0,3,4,Silver Sword,1
4,25,1,0,"2,9",3,4,Bellringer Sentry,0
2,11,1,0,2,2,2,Cathedral Gargoyle,0
3,11,1,5,0,2,5,Paragon of Light,0
5,36,1,1,2,5,5,Prince Liam,0
4,11,1,9,11,4,3,The Glass Knight,1
1,3,2,0,26,-1,-1,Hidden Wisdom,0
1,11,2,7,26,-1,-1,Avenge,1
1,24,1,0,2,1,3,Vilefin Inquisitor,0
0,"30,34",2,0,0,-1,-1,Forbidden Healing,0
1,11,1,7,9,2,1,Selfless Hero,0
3,11,3,1,2,3,2,Rallying Blade,1
1,11,2,0,0,-1,-1,Divine Strength,0
8,30,1,9,0,8,8,"Ragnaros, Lightlord",1
5,35,2,0,0,-1,-1,Stand Against Darkness,1
3,11,1,9,0,3,3,Steward of Darkshire,1
2,11,2,0,10,-1,-1,A Light in the Darkness,0
5,"20, 24",1,0,2,5,5,Raza the Chained,0
1,19,2,8,0,-1,-1,Potion of Madness,1
4,30,2,0,0,-1,-1,Greater Healing Potion,0
5,0,1,0,"2,10",5,6,Drakonid Operative,1
2,35,1,9,0,2,3,Mana Geode,1
3,11,1,0,2,3,4,Kabal Talonpriest,1
5,0,1,0,"2,27",5,5,Kabal Songstealer,1
1,11,2,1,0,-1,-1,Pint-Size Potion,0
6,6,2,"1,8",0,-1,-1,Dragonfire Potion,1
5,"6,30",2,"1, 8",0,-1,-1,Holy Nova,1
10,19,2,8,0,-1,-1,Mind Control,1
1,32,2,0,0,-1,-1,Inner Fire,0
1,6,2,0,0,-1,-1,Holy Smite,0
1,16,2,7,0,-1,-1,Mind Vision,0
1,"3, 11",2,0,0,-1,-1,Power Word: Shield,1
2,7,2,8,0,-1,-1,Shadow Word: Pain,1
1,3,1,9,0,1,3,Northshire Cleric,1
2,21,2,0,0,-1,-1,Divine Spirit,0
2,6,2,0,0,-1,-1,Mind Blast,0
6,19,1,0,2,4,5,Cabal Shadow Priest,1
4,19,2,0,0,-1,-1,Shadow Madness,1
4,32,1,5,0,0,5,Lightspawn,1
